"Province","District","Facility","DatimTarget","DATIMTarget_Adj","Indicator","Group"
"Luapula","Chienge","Lambwe Chomba Rural Health Centre",153,153,"PMTCT_STAT D","Adults"
"Luapula","Chienge","Lukata Health Post",35,35,"PMTCT_STAT D","Adults"
"Luapula","Chienge","Lunchinda Health Post",446,446,"PMTCT_STAT D","Adults"
"Luapula","Chienge","Mukunta Rural Health Centre",191,191,"PMTCT_STAT D","Adults"
"Luapula","Chienge","Mwabu Rural Health Centre",291,291,"PMTCT_STAT D","Adults"
"Luapula","Chienge","Puta Rural Health Centre",743,743,"PMTCT_STAT D","Adults"
"Luapula","Chienge","Sambula Rural Health Centre",179,179,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Chishi Rural Health Centre",136,136,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Kasaba Mission Hospital",305,305,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Lubwe Hospital Affiliated Health Centre",182,182,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Mbabala Rural Health Centre",94,94,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Mundubi Rural Health Centre",258,258,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Mwansakombe Rural Health Centre",117,117,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Mwewa Health Post",71,71,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Nambale Rural Health Centre",106,106,"PMTCT_STAT D","Adults"
"Luapula","Chifunabuli","Shikamushile Rural Health Centre",350,350,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Chipili Rural Health Centre",365,365,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Chisheta Rural Health Centre",58,58,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Kalundu Rural Health Centre",174,174,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Luminu Rural Health Centre",37,37,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Mukanga Health Post",21,21,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Mukonshi Rural Health Centre",65,65,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Mupeta Rural Health Centre",24,24,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Mutipula Rural Health Centre",186,186,"PMTCT_STAT D","Adults"
"Luapula","Chipili","Mwenda Rural Health Centre",221,221,"PMTCT_STAT D","Adults"
"Luapula","Kawambwa","Kawambwa Hospital Affiliated Health Centre",708,708,"PMTCT_STAT D","Adults"
"Luapula","Kawambwa","Kawambwa Tea Rural Health Centre",264,264,"PMTCT_STAT D","Adults"
"Luapula","Kawambwa","Mufwaya Rural Health Centre",195,195,"PMTCT_STAT D","Adults"
"Luapula","Kawambwa","Munkanta Rural Health Centre",572,572,"PMTCT_STAT D","Adults"
"Luapula","Kawambwa","Mushota Zonal Rural Health Centre",434,434,"PMTCT_STAT D","Adults"
"Luapula","Kawambwa","Muyembe Rural Health Centre",32,32,"PMTCT_STAT D","Adults"
"Luapula","Lunga","Bwalya Mponda Rural Health Centre",25,25,"PMTCT_STAT D","Adults"
"Luapula","Lunga","Kalima Nkonde Rural Health Centre",11,11,"PMTCT_STAT D","Adults"
"Luapula","Lunga","Kasoma Lunga Rural Health Centre",37,37,"PMTCT_STAT D","Adults"
"Luapula","Lunga","Nsalushi Rural Health Centre",28,28,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Buntungwa Urban Health Centre",754,754,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Central Urban Health Centre",1141,1141,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Chipundu Health Post",353,353,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Chisembe Rural Health Centre",196,196,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Chisunka Rural Health Centre",127,127,"PMTCT_STAT D","Adults"
" "," ","Kasongo Mini-Hospital",0,0,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Fibale Health Post",224,224,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Fimpulu Rural Health Centre",146,146,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Fiyongoli Health Post",302,302,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Kabunda Rural Health Centre",258,258,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Kafula Health Post",43,43,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Kalaba Rural Health Centre (Mansa)",329,329,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Kansenga Rural Health Centre",109,109,"PMTCT_STAT D","Adults"
" "," ","Kapanda Mini-Hospital",0,0,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Kapompwa Health Post",315,315,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Katangwe Rural Health Centre",91,91,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Lubende Rural Health Centre",281,281,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mabumba Rural Health Centre",286,286,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Malamba Health Post",11,11,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mano Rural Health Centre",192,192,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mansa District Hospital",1,1,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mantumbusa Rural Health Centre",146,146,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mashimi Health Post",14,14,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Matanda Rural Health Centre",190,190,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Matelo Health Post",56,56,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mibenge Rural Health Centre",184,184,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Moloshi Rural Health Centre",269,269,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mufuma Health Post",74,74,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Musaila Rural Health Centre",286,286,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Musumali Health Post",662,662,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mutiti Rural Health Centre",151,151,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mutwewankoko Rural Health Centre",35,35,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Muwanguni Rural Health Centre",280,280,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Mwela Health Post",28,28,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Namwandwe Health Post",464,464,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Ndoba Rural Health Centre",385,385,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Nsonga Rural Health Centre",157,157,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Paul Mambilima Rural Health Centre",322,322,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Sande Health Post",81,81,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Senama Level1 Hospital",1579,1579,"PMTCT_STAT D","Adults"
"Luapula","Mansa","Sumbu Health Post",847,847,"PMTCT_STAT D","Adults"
"Luapula","Milenge","Chipundu Health Post",35,35,"PMTCT_STAT D","Adults"
"Luapula","Milenge","Chipunka Rural Health Centre",220,220,"PMTCT_STAT D","Adults"
"Luapula","Milenge","Kabange Rural Health Centre",88,88,"PMTCT_STAT D","Adults"
"Luapula","Milenge","Kapalala Rural Health Centre",105,105,"PMTCT_STAT D","Adults"
"Luapula","Milenge","Lwela Rural Health Centre",130,130,"PMTCT_STAT D","Adults"
"Luapula","Milenge","Milenge East 7 Rural Health Centre",491,491,"PMTCT_STAT D","Adults"
"Luapula","Milenge","Mulumbi Rural Health Centre",149,149,"PMTCT_STAT D","Adults"
"Luapula","Milenge","Sokontwe Rural Health Centre",74,74,"PMTCT_STAT D","Adults"
"Luapula","Mwansabombwe","Chipunka Rural Health Centre",231,231,"PMTCT_STAT D","Adults"
"Luapula","Mwansabombwe","Kazembe Zonal Rural Health Centre",1488,1488,"PMTCT_STAT D","Adults"
"Luapula","Mwansabombwe","Lufubu Rural Health Centre",160,160,"PMTCT_STAT D","Adults"
"Luapula","Mwansabombwe","Mbereshi Mission Hospital",332,332,"PMTCT_STAT D","Adults"
"Luapula","Mwansabombwe","Mukamba Rural Health Centre",268,268,"PMTCT_STAT D","Adults"
"Luapula","Mwansabombwe","Salanga Rural Health Centre",458,458,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Chibondo Rural Health Centre",18,18,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Kashiba Rural Health Centre",143,143,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Katuta Rural Health Centre-Mwense",21,21,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Kawama Rural Health Centre",107,107,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Kefulwa Health Post",171,171,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Lubunda Rural Health Centre",74,74,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Lukwesa Rural Health Centre",187,187,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Mambilima Mission Hospital",112,112,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Mununshi Rural Health Centre",32,32,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Musangu Rural Health Centre",136,136,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Musonda Rural Health Centre",30,30,"PMTCT_STAT D","Adults"
"Luapula","Mwense","Mwense Rural Health Centre",147,147,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Chabilikila Rural Health Centre",203,203,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Chisenga Rural Health Centre",387,387,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kabalenge Rural Health Centre",80,80,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kabuta Rural Health Centre",915,915,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kafutuma Rural Health Centre",455,455,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kambwali Rural Health Centre",347,347,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kanyembo Rural Health Centre",346,346,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kapambwe Health Post",117,117,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kashikishi Hospital Affiliated Health Centre",1598,1598,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kasumpa Health Post",44,44,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kefulwa Health Post",212,212,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Kilwa Rural Health Centre",444,444,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Lushiba Health Post",137,137,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Mantampala Rural Health Centre",414,414,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Mulwe Health Post",187,187,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Nchelenge Rural Health Centre",544,544,"PMTCT_STAT D","Adults"
"Luapula","Nchelenge","Toka-Toka Health Post",71,71,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Chimembe Rural Health Centre",364,364,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Chinsaka Rural Health Centre",898,898,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Chipako Rural Health Centre",99,99,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Fwaka East 8 Rural Health Centre",218,218,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Kabongo Rural Health Centre",268,268,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Kalasa Mukoso Rural Health Centre",316,316,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Kapata East 1 Rural Health Centre",414,414,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Kapata Rural Health Centre",256,256,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Kasanka Rural Health Centre",564,564,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Kasoma Bangweulu Health Post",371,371,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Katanshya Rural Health Centre",439,439,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Mabo Kunda Rural Health Centre",490,490,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Mpanta Rural Health Centre",194,194,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Mushili Rural Health Centre",641,641,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Ninge Rural Health Centre",66,66,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Njipi Rural Health Centre",199,199,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Samfya District Hospital",3,3,"PMTCT_STAT D","Adults"
"Luapula","Samfya","Samfya Stage II Rural Health Centre",870,870,"PMTCT_STAT D","Adults"
"Luapula","Chembe","Chembe Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chembe","Chipete Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chembe","Fikombo Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chembe","Kasomalwela Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chembe","Kundamfumu Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chembe","Lukola Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Chipungu Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Kabole Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Kabwe Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Kalembwe Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Kapako Health Post (Chienge)",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Lambwe Chikwama Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Lambwe Chomba Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Lukata Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Lunchinda Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Mukunta Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Mwabu Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Puta Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chienge","Sambula Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Chishi Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Kasaba Mission Hospital",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Lubwe Hospital Affiliated Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Mbabala Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Mundubi Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Mwansakombe Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Mwewa Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Nambale Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chifunabuli","Shikamushile Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Chipili Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Chisheta Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Kalundu Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Luminu Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Mukanga Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Mukonshi Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Mupeta Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Mutipula Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Chipili","Mwenda Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Kawambwa","Kawambwa Hospital Affiliated Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Kawambwa","Kawambwa Tea Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Kawambwa","Mufwaya Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Kawambwa","Munkanta Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Kawambwa","Mushota Zonal Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Kawambwa","Muyembe Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Lunga","Bwalya Mponda Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Lunga","Kalima Nkonde Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Lunga","Kasoma Lunga Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Lunga","Nsalushi Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Buntungwa Urban Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Central Urban Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Chipundu Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Chisembe Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Chisunka Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
" "," ","Kasongo Mini-Hospital",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Fibale Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Fimpulu Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Fiyongoli Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Kabunda Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Kafula Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Kalaba Rural Health Centre (Mansa)",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Kansenga Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
" "," ","Kapanda Mini-Hospital",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Kapompwa Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Katangwe Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Lubende Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mabumba Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Malamba Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mano Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mansa District Hospital",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mantumbusa Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mashimi Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Matanda Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Matelo Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mibenge Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Moloshi Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mufuma Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Musaila Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Musumali Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mutiti Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mutwewankoko Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Muwanguni Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Mwela Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Namwandwe Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Ndoba Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Nsonga Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Paul Mambilima Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Sande Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Senama Level1 Hospital",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mansa","Sumbu Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Milenge","Chipundu Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Milenge","Chipunka Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Milenge","Kabange Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Milenge","Kapalala Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Milenge","Lwela Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Milenge","Milenge East 7 Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Milenge","Mulumbi Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Milenge","Sokontwe Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwansabombwe","Chipunka Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwansabombwe","Kazembe Zonal Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwansabombwe","Lufubu Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwansabombwe","Mbereshi Mission Hospital",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwansabombwe","Mukamba Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwansabombwe","Salanga Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Chibondo Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Kashiba Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Katuta Rural Health Centre-Mwense",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Kawama Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Kefulwa Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Lubunda Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Lukwesa Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Mambilima Mission Hospital",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Mununshi Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Musangu Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Musonda Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Mwense","Mwense Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Chabilikila Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Chisenga Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kabalenge Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kabuta Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kafutuma Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kambwali Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kanyembo Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kapambwe Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kashikishi Hospital Affiliated Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kasumpa Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kefulwa Health Post",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Kilwa Rural Health Centre",0,0,"PMTCT_STAT D","Peads"
"Luapula","Nchelenge","Lushiba Health Post",0,0,"PMTCT_STAT D","Peads"
